infinitive,mood,tense,form_1s,form_2s,form_3s,form_1p,form_2p,form_3p,gerund,pastparticiple
curar,Indicativo,Futuro perfecto,habré curado,habrás curado,habrá curado,habremos curado,habréis curado,habrán curado,curando,curado
curar,Indicativo,Pluscuamperfecto,había curado,habías curado,había curado,habíamos curado,habíais curado,habían curado,curando,curado
curar,Indicativo,Pretérito anterior,hube curado,hubiste curado,hubo curado,hubimos curado,hubisteis curado,hubieron curado,curando,curado
curar,Indicativo,Condicional perfecto,habría curado,habrías curado,habría curado,habríamos curado,habríais curado,habrían curado,curando,curado
curar,Subjuntivo,Presente,cure,cures,cure,curemos,curéis,curen,curando,curado
curar,Subjuntivo,Imperfecto,curara,curaras,curara,curáramos,curarais,curaran,curando,curado
curar,Subjuntivo,Futuro,curare,curares,curare,curáremos,curareis,curaren,curando,curado
curar,Subjuntivo,Presente perfecto,haya curado,hayas curado,haya curado,hayamos curado,hayáis curado,hayan curado,curando,curado
curar,Subjuntivo,Futuro perfecto,hubiere curado,hubieres curado,hubiere curado,hubiéremos curado,hubiereis curado,hubieren curado,curando,curado
curar,Subjuntivo,Pluscuamperfecto,hubiera curado,hubieras curado,hubiera curado,hubiéramos curado,hubierais curado,hubieran curado,curando,curado
curar,Imperativo Afirmativo,Presente,,cura,curad,,cure,curen,curando,curado
curar,Imperativo Negativo,Presente,,no cures,no curéis,,no cure,no curen,curando,curado
dar,Indicativo,Presente,doy,das,da,damos,dais,dan,dando,dado
dar,Indicativo,Futuro,daré,darás,dará,daremos,daréis,darán,dando,dado
dar,Indicativo,Imperfecto,daba,dabas,daba,dábamos,dabais,daban,dando,dado
dar,Indicativo,Pretérito,di,diste,dio,dimos,disteis,dieron,dando,dado
dar,Indicativo,Condicional,daría,darías,daría,daríamos,daríais,darían,dando,dado
dar,Indicativo,Presente perfecto,he dado,has dado,ha dado,hemos dado,habéis dado,han dado,dando,dado
dar,Indicativo,Futuro perfecto,habré dado,habrás dado,habrá dado,habremos dado,habréis dado,habrán dado,dando,dado
dar,Indicativo,Pluscuamperfecto,había dado,habías dado,había dado,habíamos dado,habíais dado,habían dado,dando,dado
dar,Indicativo,Pretérito anterior,hube dado,hubiste dado,hubo dado,hubimos dado,hubisteis dado,hubieron dado,dando,dado
dar,Indicativo,Condicional perfecto,habría dado,habrías dado,habría dado,habríamos dado,habríais dado,habrían dado,dando,dado
dar,Subjuntivo,Presente,dé,des,dé,demos,deis,den,dando,dado
dar,Subjuntivo,Imperfecto,diera,dieras,diera,diéramos,dierais,dieran,dando,dado
dar,Subjuntivo,Futuro,diere,dieres,diere,diéremos,diereis,dieren,dando,dado
dar,Subjuntivo,Presente perfecto,haya dado,hayas dado,haya dado,hayamos dado,hayáis dado,hayan dado,dando,dado
dar,Subjuntivo,Futuro perfecto,hubiere dado,hubieres dado,hubiere dado,hubiéremos dado,hubiereis dado,hubieren dado,dando,dado
dar,Subjuntivo,Pluscuamperfecto,hubiera dado,hubieras dado,hubiera dado,hubiéramos dado,hubierais dado,hubieran dado,dando,dado
dar,Imperativo Afirmativo,Presente,,da,dad,,dé,den,dando,dado
dar,Imperativo Negativo,Presente,,no des,no deis,,no dé,no den,dando,dado
deber,Indicativo,Presente,debo,debes,debe,debemos,debéis,deben,debiendo,debido
deber,Indicativo,Futuro,deberé,deberás,deberá,deberemos,deberéis,deberán,debiendo,debido
deber,Indicativo,Imperfecto,debía,debías,debía,debíamos,debíais,debían,debiendo,debido
deber,Indicativo,Pretérito,debí,debiste,debió,debimos,debisteis,debieron,debiendo,debido
deber,Indicativo,Condicional,debería,deberías,debería,deberíamos,deberíais,deberían,debiendo,debido
deber,Indicativo,Presente perfecto,he debido,has debido,ha debido,hemos debido,habéis debido,han debido,debiendo,debido
deber,Indicativo,Futuro perfecto,habré debido,habrás debido,habrá debido,habremos debido,habréis debido,habrán debido,debiendo,debido
deber,Indicativo,Pluscuamperfecto,había debido,habías debido,había debido,habíamos debido,habíais debido,habían debido,debiendo,debido
deber,Indicativo,Pretérito anterior,hube debido,hubiste debido,hubo debido,hubimos debido,hubisteis debido,hubieron debido,debiendo,debido
deber,Indicativo,Condicional perfecto,habría debido,habrías debido,habría debido,habríamos debido,habríais debido,habrían debido,debiendo,debido
deber,Subjuntivo,Presente,deba,debas,deba,debamos,debáis,deban,debiendo,debido
deber,Subjuntivo,Imperfecto,debiera,debieras,debiera,debiéramos,debierais,debieran,debiendo,debido
deber,Subjuntivo,Futuro,debiere,debieres,debiere,debiéremos,debiereis,debieren,debiendo,debido
deber,Subjuntivo,Presente perfecto,haya debido,hayas debido,haya debido,hayamos debido,hayáis debido,hayan debido,debiendo,debido
deber,Subjuntivo,Futuro perfecto,hubiere debido,hubieres debido,hubiere debido,hubiéremos debido,hubiereis debido,hubieren debido,debiendo,debido
deber,Subjuntivo,Pluscuamperfecto,hubiera debido,hubieras debido,hubiera debido,hubiéramos debido,hubierais debido,hubieran debido,debiendo,debido
deber,Imperativo Afirmativo,Presente,,debe,debed,,deba,deban,debiendo,debido
deber,Imperativo Negativo,Presente,,no debas,no debáis,,no deba,no deban,debiendo,debido
decidir,Indicativo,Presente,decido,decides,decide,decidimos,decidís,deciden,decidiendo,decidido
decidir,Indicativo,Futuro,decidiré,decidirás,decidirá,decidiremos,decidiréis,decidirán,decidiendo,decidido
decidir,Indicativo,Imperfecto,decidía,decidías,decidía,decidíamos,decidíais,decidían,decidiendo,decidido
decidir,Indicativo,Pretérito,decidí,decidiste,decidió,decidimos,decidisteis,decidieron,decidiendo,decidido
decidir,Indicativo,Condicional,decidiría,decidirías,decidiría,decidiríamos,decidiríais,decidirían,decidiendo,decidido
decidir,Indicativo,Presente perfecto,he decidido,has decidido,ha decidido,hemos decidido,habéis decidido,han decidido,decidiendo,decidido
decidir,Indicativo,Futuro perfecto,habré decidido,habrás decidido,habrá decidido,habremos decidido,habréis decidido,habrán decidido,decidiendo,decidido
decidir,Indicativo,Pluscuamperfecto,había decidido,habías decidido,había decidido,habíamos decidido,habíais decidido,habían decidido,decidiendo,decidido
decidir,Indicativo,Pretérito anterior,hube decidido,hubiste decidido,hubo decidido,hubimos decidido,hubisteis decidido,hubieron decidido,decidiendo,decidido
decidir,Indicativo,Condicional perfecto,habría decidido,habrías decidido,habría decidido,habríamos decidido,habríais decidido,habrían decidido,decidiendo,decidido
decidir,Subjuntivo,Presente,decida,decidas,decida,decidamos,decidáis,decidan,decidiendo,decidido
decidir,Subjuntivo,Imperfecto,decidiera,decidieras,decidiera,decidiéramos,decidierais,decidieran,decidiendo,decidido
decidir,Subjuntivo,Futuro,decidiere,decidieres,decidiere,decidiéremos,decidiereis,decidieren,decidiendo,decidido
decidir,Subjuntivo,Presente perfecto,haya decidido,hayas decidido,haya decidido,hayamos decidido,hayáis decidido,hayan decidido,decidiendo,decidido
decidir,Subjuntivo,Futuro perfecto,hubiere decidido,hubieres decidido,hubiere decidido,hubiéremos decidido,hubiereis decidido,hubieren decidido,decidiendo,decidido
decidir,Subjuntivo,Pluscuamperfecto,hubiera decidido,hubieras decidido,hubiera decidido,hubiéramos decidido,hubierais decidido,hubieran decidido,decidiendo,decidido
decidir,Imperativo Afirmativo,Presente,,decide,decidid,,decida,decidan,decidiendo,decidido
decidir,Imperativo Negativo,Presente,,no decidas,no decidáis,,no decida,no decidan,decidiendo,decidido
decidirse,Indicativo,Presente,me decido,te decides,se decide,nos decidimos,os decidís,se deciden,decidiéndose,decidido
decidirse,Indicativo,Futuro,me decidiré,te decidirás,se decidirá,nos decidiremos,os decidiréis,se decidirán,decidiéndose,decidido
decidirse,Indicativo,Imperfecto,me decidía,te decidías,se decidía,nos decidíamos,os decidíais,se decidían,decidiéndose,decidido
decidirse,Indicativo,Pretérito,me decidí,te decidiste,se decidió,nos decidimos,os decidisteis,se decidieron,decidiéndose,decidido
decidirse,Indicativo,Condicional,me decidiría,te decidirías,se decidiría,nos decidiríamos,os decidiríais,se decidirían,decidiéndose,decidido
decidirse,Indicativo,Presente perfecto,me he decidido,te has decidido,se ha decidido,nos hemos decidido,os habéis decidido,se han decidido,decidiéndose,decidido
decidirse,Indicativo,Futuro perfecto,me habré decidido,te habrás decidido,se habrá decidido,nos habremos decidido,os habréis decidido,se habrán decidido,decidiéndose,decidido
decidirse,Indicativo,Pluscuamperfecto,me había decidido,te habías decidido,se había decidido,nos habíamos decidido,os habíais decidido,se habían decidido,decidiéndose,decidido
decidirse,Indicativo,Pretérito anterior,me hube decidido,te hubiste decidido,se hubo decidido,nos hubimos decidido,os hubisteis decidido,se hubieron decidido,decidiéndose,decidido
decidirse,Indicativo,Condicional perfecto,me habría decidido,te habrías decidido,se habría decidido,nos habríamos decidido,os habríais decidido,se habrían decidido,decidiéndose,decidido
decidirse,Subjuntivo,Presente,me decida,te decidas,se decida,nos decidamos,os decidáis,se decidan,decidiéndose,decidido
decidirse,Subjuntivo,Imperfecto,me decidiera,te decidieras,se decidiera,nos decidiéramos,os decidierais,se decidieran,decidiéndose,decidido
decidirse,Subjuntivo,Futuro,me decidiere,te decidieres,se decidiere,nos decidiéremos,os decidiereis,se decidieren,decidiéndose,decidido
decidirse,Subjuntivo,Presente perfecto,me haya decidido,te hayas decidido,se haya decidido,nos hayamos decidido,os hayáis decidido,se hayan decidido,decidiéndose,decidido
decidirse,Subjuntivo,Futuro perfecto,me hubiere decidido,te hubieres decidido,se hubiere decidido,nos hubiéremos decidido,os hubiereis decidido,se hubieren decidido,decidiéndose,decidido
depender,Indicativo,Presente,dependo,dependes,depende,dependemos,dependéis,dependen,dependiendo,dependido
decidirse,Subjuntivo,Pluscuamperfecto,me hubiera decidido,te hubieras decidido,se hubiera decidido,nos hubiéramos decidido,os hubierais decidido,se hubieran decidido,decidiéndose,decidido
decidirse,Imperativo Afirmativo,Presente,,decídete,decidíos,,decídase,decídanse,decidiéndose,decidido
decidirse,Imperativo Negativo,Presente,,no te decidas,no os decidáis,,no se decida,no se decidan,decidiéndose,decidido
decir,Indicativo,Presente,digo,dices,dice,decimos,decís,dicen,diciendo,dicho
decir,Indicativo,Futuro,diré,dirás,dirá,diremos,diréis,dirán,diciendo,dicho
decir,Indicativo,Imperfecto,decía,decías,decía,decíamos,decíais,decían,diciendo,dicho
decir,Indicativo,Pretérito,dije,dijiste,dijo,dijimos,dijisteis,dijeron,diciendo,dicho
decir,Indicativo,Condicional,diría,dirías,diría,diríamos,diríais,dirían,diciendo,dicho
decir,Indicativo,Presente perfecto,he dicho,has dicho,ha dicho,hemos dicho,habéis dicho,han dicho,diciendo,dicho
decir,Indicativo,Futuro perfecto,habré dicho,habrás dicho,habrá dicho,habremos dicho,habréis dicho,habrán dicho,diciendo,dicho
decir,Indicativo,Pluscuamperfecto,había dicho,habías dicho,había dicho,habíamos dicho,habíais dicho,habían dicho,diciendo,dicho
decir,Indicativo,Pretérito anterior,hube dicho,hubiste dicho,hubo dicho,hubimos dicho,hubisteis dicho,hubieron dicho,diciendo,dicho
decir,Indicativo,Condicional perfecto,habría dicho,habrías dicho,habría dicho,habríamos dicho,habríais dicho,habrían dicho,diciendo,dicho
decir,Subjuntivo,Presente,diga,digas,diga,digamos,digáis,digan,diciendo,dicho
decir,Subjuntivo,Imperfecto,dijera,dijeras,dijera,dijéramos,dijerais,dijeran,diciendo,dicho
decir,Subjuntivo,Futuro,dijere,dijeres,dijere,dijéremos,dijereis,dijeren,diciendo,dicho
decir,Subjuntivo,Presente perfecto,haya dicho,hayas dicho,haya dicho,hayamos dicho,hayáis dicho,hayan dicho,diciendo,dicho
decir,Subjuntivo,Futuro perfecto,hubiere dicho,hubieres dicho,hubiere dicho,hubiéremos dicho,hubiereis dicho,hubieren dicho,diciendo,dicho
decir,Subjuntivo,Pluscuamperfecto,hubiera dicho,hubieras dicho,hubiera dicho,hubiéramos dicho,hubierais dicho,hubieran dicho,diciendo,dicho
decir,Imperativo Afirmativo,Presente,,di,decid,,diga,digan,diciendo,dicho
decir,Imperativo Negativo,Presente,,no digas,no digáis,,no diga,no digan,diciendo,dicho
declarar,Indicativo,Presente,declaro,declaras,declara,declaramos,declaráis,declaran,declarando,declarado
declarar,Indicativo,Futuro,declararé,declararás,declarará,declararemos,declararéis,declararán,declarando,declarado
declarar,Indicativo,Imperfecto,declaraba,declarabas,declaraba,declarábamos,declarabais,declaraban,declarando,declarado
declarar,Indicativo,Pretérito,declaré,declaraste,declaró,declaramos,declarasteis,declararon,declarando,declarado
declarar,Indicativo,Condicional,declararía,declararías,declararía,declararíamos,declararíais,declararían,declarando,declarado
declarar,Indicativo,Presente perfecto,he declarado,has declarado,ha declarado,hemos declarado,habéis declarado,han declarado,declarando,declarado
declarar,Indicativo,Futuro perfecto,habré declarado,habrás declarado,habrá declarado,habremos declarado,habréis declarado,habrán declarado,declarando,declarado
declarar,Indicativo,Pluscuamperfecto,había declarado,habías declarado,había declarado,habíamos declarado,habíais declarado,habían declarado,declarando,declarado
declarar,Indicativo,Pretérito anterior,hube declarado,hubiste declarado,hubo declarado,hubimos declarado,hubisteis declarado,hubieron declarado,declarando,declarado
declarar,Indicativo,Condicional perfecto,habría declarado,habrías declarado,habría declarado,habríamos declarado,habríais declarado,habrían declarado,declarando,declarado
declarar,Subjuntivo,Presente,declare,declares,declare,declaremos,declaréis,declaren,declarando,declarado
declarar,Subjuntivo,Imperfecto,declarara,declararas,declarara,declaráramos,declararais,declararan,declarando,declarado
declarar,Subjuntivo,Futuro,declarare,declarares,declarare,declaráremos,declarareis,declararen,declarando,declarado
declarar,Subjuntivo,Presente perfecto,haya declarado,hayas declarado,haya declarado,hayamos declarado,hayáis declarado,hayan declarado,declarando,declarado
declarar,Subjuntivo,Futuro perfecto,hubiere declarado,hubieres declarado,hubiere declarado,hubiéremos declarado,hubiereis declarado,hubieren declarado,declarando,declarado
declarar,Subjuntivo,Pluscuamperfecto,hubiera declarado,hubieras declarado,hubiera declarado,hubiéramos declarado,hubierais declarado,hubieran declarado,declarando,declarado
declarar,Imperativo Afirmativo,Presente,,declara,declarad,,declare,declaren,declarando,declarado
declarar,Imperativo Negativo,Presente,,no declares,no declaréis,,no declare,no declaren,declarando,declarado
decorar,Indicativo,Presente,decoro,decoras,decora,decoramos,decoráis,decoran,decorando,decorado
decorar,Indicativo,Futuro,decoraré,decorarás,decorará,decoraremos,decoraréis,decorarán,decorando,decorado
decorar,Indicativo,Imperfecto,decoraba,decorabas,decoraba,decorábamos,decorabais,decoraban,decorando,decorado
decorar,Indicativo,Pretérito,decoré,decoraste,decoró,decoramos,decorasteis,decoraron,decorando,decorado
decorar,Indicativo,Condicional,decoraría,decorarías,decoraría,decoraríamos,decoraríais,decorarían,decorando,decorado
decorar,Indicativo,Presente perfecto,he decorado,has decorado,ha decorado,hemos decorado,habéis decorado,han decorado,decorando,decorado
decorar,Indicativo,Futuro perfecto,habré decorado,habrás decorado,habrá decorado,habremos decorado,habréis decorado,habrán decorado,decorando,decorado
decorar,Indicativo,Pluscuamperfecto,había decorado,habías decorado,había decorado,habíamos decorado,habíais decorado,habían decorado,decorando,decorado
decorar,Indicativo,Pretérito anterior,hube decorado,hubiste decorado,hubo decorado,hubimos decorado,hubisteis decorado,hubieron decorado,decorando,decorado
decorar,Indicativo,Condicional perfecto,habría decorado,habrías decorado,habría decorado,habríamos decorado,habríais decorado,habrían decorado,decorando,decorado
decorar,Subjuntivo,Presente,decore,decores,decore,decoremos,decoréis,decoren,decorando,decorado
decorar,Subjuntivo,Imperfecto,decorara,decoraras,decorara,decoráramos,decorarais,decoraran,decorando,decorado
decorar,Subjuntivo,Futuro,decorare,decorares,decorare,decoráremos,decorareis,decoraren,decorando,decorado
decorar,Subjuntivo,Presente perfecto,haya decorado,hayas decorado,haya decorado,hayamos decorado,hayáis decorado,hayan decorado,decorando,decorado
decorar,Subjuntivo,Futuro perfecto,hubiere decorado,hubieres decorado,hubiere decorado,hubiéremos decorado,hubiereis decorado,hubieren decorado,decorando,decorado
